[SingleUserNotebookApp | WARNING] No nbgrader_config.py file found (rerun with --debug to see where nbgrader is looking)
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/rise?_=1593191997805 (son520804@69.136.134.245) 4.69ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/notebook?_=1593191997806 (son520804@69.136.134.245) 10.21ms
[SingleUserNotebookApp | INFO] Kernel started: 1e880de8-badd-468e-8056-9a6aebe47f7e
[SingleUserNotebookApp | INFO] 201 POST /user/son520804/api/sessions (son520804@69.136.134.245) 99.68ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/contents/PyMC3_Code_training.ipynb/checkpoints?_=1593191997807 (son520804@69.136.134.245) 9.66ms
[SingleUserNotebookApp | INFO] Adapting from protocol version 5.1 (kernel 1e880de8-badd-468e-8056-9a6aebe47f7e) to 5.3 (client).
[SingleUserNotebookApp | INFO] 101 GET /user/son520804/api/kernels/1e880de8-badd-468e-8056-9a6aebe47f7e/channels?session_id=cebd4255630b40dcbcd85ed4746de824 (son520804@69.136.134.245) 627.81ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/contents/PyMC3_Code_training.ipynb?content=0&_=1593191997808 (son520804@69.136.134.245) 1.56ms
[SingleUserNotebookApp | WARNING] Couldn't authenticate WebSocket connection
[SingleUserNotebookApp | WARNING] 403 GET /user/son520804/api/kernels/9935d51b-87d5-4b48-9222-ba9a724f1d25/channels?session_id=1c18a74ca7024afbb4c754b57e572965 (@98.224.219.152) 4.03ms
[SingleUserNotebookApp | INFO] Saving file at /PyMC3_Code_training.ipynb
[SingleUserNotebookApp | WARNING] Notebook PyMC3_Code_training.ipynb is not trusted
[SingleUserNotebookApp | INFO] 200 PUT /user/son520804/api/contents/PyMC3_Code_training.ipynb (son520804@69.136.134.245) 252.59ms
[SingleUserNotebookApp | INFO] 201 POST /user/son520804/api/contents/PyMC3_Code_training.ipynb/checkpoints (son520804@69.136.134.245) 88.79ms
[SingleUserNotebookApp | WARNING] Couldn't authenticate WebSocket connection
[SingleUserNotebookApp | WARNING] 403 GET /user/son520804/api/kernels/9935d51b-87d5-4b48-9222-ba9a724f1d25/channels?session_id=1c18a74ca7024afbb4c754b57e572965 (@98.224.219.152) 5.73ms
[SingleUserNotebookApp | WARNING] Couldn't authenticate WebSocket connection
[SingleUserNotebookApp | WARNING] 403 GET /user/son520804/api/kernels/9935d51b-87d5-4b48-9222-ba9a724f1d25/channels?session_id=1c18a74ca7024afbb4c754b57e572965 (@98.224.219.152) 6.26ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/terminals?_=1593191993952 (son520804@69.136.134.245) 36.87ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/sessions?_=1593191993951 (son520804@69.136.134.245) 1.54ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/contents?type=directory&_=1593191993953 (son520804@69.136.134.245) 32.66ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/notebooks/Bayesian_advantage.ipynb (son520804@69.136.134.245) 240.61ms
[SingleUserNotebookApp | WARNING] 404 GET /user/son520804/static/components/react/react-dom.production.min.js (son520804@69.136.134.245) 3.82ms
[SingleUserNotebookApp | WARNING] 404 GET /user/son520804/static/components/react/react-dom.production.min.js (son520804@69.136.134.245) 1.82ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/notebook?_=1593192755474 (son520804@69.136.134.245) 18.43ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/common?_=1593192755475 (son520804@69.136.134.245) 2.90ms
[SingleUserNotebookApp | WARNING] Notebook Bayesian_advantage.ipynb is not trusted
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/contents/Bayesian_advantage.ipynb?type=notebook&_=1593192755476 (son520804@69.136.134.245) 107.30ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/livereveal?_=1593192755477 (son520804@69.136.134.245) 2.51ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/notebook?_=1593192755479 (son520804@69.136.134.245) 14.04ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/rise?_=1593192755478 (son520804@69.136.134.245) 2.85ms
[SingleUserNotebookApp | INFO] Kernel started: b3dde048-4d4d-465d-8efd-bf738832fe73
[SingleUserNotebookApp | INFO] 201 POST /user/son520804/api/sessions (son520804@69.136.134.245) 76.99ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/contents/Bayesian_advantage.ipynb/checkpoints?_=1593192755480 (son520804@69.136.134.245) 9.46ms
[SingleUserNotebookApp | INFO] Adapting from protocol version 5.1 (kernel b3dde048-4d4d-465d-8efd-bf738832fe73) to 5.3 (client).
[SingleUserNotebookApp | INFO] 101 GET /user/son520804/api/kernels/b3dde048-4d4d-465d-8efd-bf738832fe73/channels?session_id=f412fd3283814c659ddd1b4e87bfd403 (son520804@69.136.134.245) 759.11ms
[SingleUserNotebookApp | INFO] Starting buffering for b3dde048-4d4d-465d-8efd-bf738832fe73:f412fd3283814c659ddd1b4e87bfd403
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/sessions?_=1593191993954 (son520804@69.136.134.245) 1.49ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/terminals?_=1593191993955 (son520804@69.136.134.245) 1.32ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/contents?type=directory&_=1593191993956 (son520804@69.136.134.245) 26.98ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/contents/PyMC3_Code_training.ipynb?content=0&_=1593191997809 (son520804@69.136.134.245) 48.73ms
[SingleUserNotebookApp | INFO] Saving file at /PyMC3_Code_training.ipynb
[SingleUserNotebookApp | WARNING] Notebook PyMC3_Code_training.ipynb is not trusted
[SingleUserNotebookApp | INFO] 200 PUT /user/son520804/api/contents/PyMC3_Code_training.ipynb (son520804@69.136.134.245) 219.41ms
[SingleUserNotebookApp | INFO] 201 POST /user/son520804/api/contents/PyMC3_Code_training.ipynb/checkpoints (son520804@69.136.134.245) 98.17ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/contents/PyMC3_Code_training.ipynb?content=0&_=1593191997810 (son520804@69.136.134.245) 13.60ms
[SingleUserNotebookApp | INFO] Saving file at /PyMC3_Code_training.ipynb
[SingleUserNotebookApp | WARNING] Notebook PyMC3_Code_training.ipynb is not trusted
[SingleUserNotebookApp | INFO] 200 PUT /user/son520804/api/contents/PyMC3_Code_training.ipynb (son520804@69.136.134.245) 272.69ms
[SingleUserNotebookApp | INFO] 201 POST /user/son520804/api/contents/PyMC3_Code_training.ipynb/checkpoints (son520804@69.136.134.245) 94.19ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/contents/PyMC3_Code_training.ipynb?content=0&_=1593191997811 (son520804@69.136.134.245) 39.93ms
[SingleUserNotebookApp | INFO] Saving file at /PyMC3_Code_training.ipynb
[SingleUserNotebookApp | WARNING] Notebook PyMC3_Code_training.ipynb is not trusted
[SingleUserNotebookApp | INFO] 200 PUT /user/son520804/api/contents/PyMC3_Code_training.ipynb (son520804@69.136.134.245) 236.03ms
[SingleUserNotebookApp | INFO] 201 POST /user/son520804/api/contents/PyMC3_Code_training.ipynb/checkpoints (son520804@69.136.134.245) 84.01ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/contents/PyMC3_Code_training.ipynb?content=0&_=1593191997812 (son520804@69.136.134.245) 36.86ms
[SingleUserNotebookApp | INFO] Saving file at /PyMC3_Code_training.ipynb
[SingleUserNotebookApp | WARNING] Notebook PyMC3_Code_training.ipynb is not trusted
[SingleUserNotebookApp | INFO] 200 PUT /user/son520804/api/contents/PyMC3_Code_training.ipynb (son520804@69.136.134.245) 206.58ms
[SingleUserNotebookApp | INFO] 201 POST /user/son520804/api/contents/PyMC3_Code_training.ipynb/checkpoints (son520804@69.136.134.245) 162.04ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/sessions?_=1593191993957 (son520804@69.136.134.245) 1.48ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/terminals?_=1593191993958 (son520804@69.136.134.245) 1.11ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/contents?type=directory&_=1593191993959 (son520804@69.136.134.245) 20.51ms
[SingleUserNotebookApp | INFO] Uploading file to /nfl.csv
[SingleUserNotebookApp | INFO] 201 PUT /user/son520804/api/contents/nfl.csv (son520804@69.136.134.245) 34.83ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/sessions?_=1593191993960 (son520804@69.136.134.245) 1.54ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/contents?type=directory&_=1593191993961 (son520804@69.136.134.245) 24.35ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/contents/PyMC3_Code_training.ipynb?content=0&_=1593191997813 (son520804@69.136.134.245) 19.54ms
[SingleUserNotebookApp | INFO] Saving file at /PyMC3_Code_training.ipynb
[SingleUserNotebookApp | WARNING] Notebook PyMC3_Code_training.ipynb is not trusted
[SingleUserNotebookApp | INFO] 200 PUT /user/son520804/api/contents/PyMC3_Code_training.ipynb (son520804@69.136.134.245) 191.53ms
[SingleUserNotebookApp | INFO] 201 POST /user/son520804/api/contents/PyMC3_Code_training.ipynb/checkpoints (son520804@69.136.134.245) 81.47ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/contents/PyMC3_Code_training.ipynb?content=0&_=1593191997814 (son520804@69.136.134.245) 36.04ms
[SingleUserNotebookApp | INFO] Saving file at /PyMC3_Code_training.ipynb
[SingleUserNotebookApp | WARNING] Notebook PyMC3_Code_training.ipynb is not trusted
[SingleUserNotebookApp | INFO] 200 PUT /user/son520804/api/contents/PyMC3_Code_training.ipynb (son520804@69.136.134.245) 194.09ms
[SingleUserNotebookApp | INFO] 201 POST /user/son520804/api/contents/PyMC3_Code_training.ipynb/checkpoints (son520804@69.136.134.245) 120.01ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/contents/PyMC3_Code_training.ipynb?content=0&_=1593191997815 (son520804@69.136.134.245) 4.49ms
[SingleUserNotebookApp | INFO] Saving file at /PyMC3_Code_training.ipynb
[SingleUserNotebookApp | WARNING] Notebook PyMC3_Code_training.ipynb is not trusted
[SingleUserNotebookApp | INFO] 200 PUT /user/son520804/api/contents/PyMC3_Code_training.ipynb (son520804@69.136.134.245) 212.25ms
[SingleUserNotebookApp | INFO] 201 POST /user/son520804/api/contents/PyMC3_Code_training.ipynb/checkpoints (son520804@69.136.134.245) 73.07ms
[SingleUserNotebookApp | WARNING] WebSocket ping timeout after 119935 ms.
[SingleUserNotebookApp | INFO] Starting buffering for 1e880de8-badd-468e-8056-9a6aebe47f7e:cebd4255630b40dcbcd85ed4746de824
[SingleUserNotebookApp | INFO] Adapting from protocol version 5.1 (kernel 1e880de8-badd-468e-8056-9a6aebe47f7e) to 5.3 (client).
[SingleUserNotebookApp | INFO] 101 GET /user/son520804/api/kernels/1e880de8-badd-468e-8056-9a6aebe47f7e/channels?session_id=cebd4255630b40dcbcd85ed4746de824 (son520804@69.136.134.145) 50.06ms
[SingleUserNotebookApp | INFO] Restoring connection for 1e880de8-badd-468e-8056-9a6aebe47f7e:cebd4255630b40dcbcd85ed4746de824
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/contents/PyMC3_Code_training.ipynb?content=0&_=1593191997816 (son520804@69.136.134.145) 16.91ms
[SingleUserNotebookApp | INFO] Saving file at /PyMC3_Code_training.ipynb
[SingleUserNotebookApp | WARNING] Notebook PyMC3_Code_training.ipynb is not trusted
[SingleUserNotebookApp | INFO] 200 PUT /user/son520804/api/contents/PyMC3_Code_training.ipynb (son520804@69.136.134.145) 191.51ms
[SingleUserNotebookApp | INFO] 201 POST /user/son520804/api/contents/PyMC3_Code_training.ipynb/checkpoints (son520804@69.136.134.145) 74.61ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/terminals?_=1593191993963 (son520804@69.136.134.145) 1.59ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/sessions?_=1593191993962 (son520804@69.136.134.145) 1.79ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/contents?type=directory&_=1593191993964 (son520804@69.136.134.145) 21.32ms
[SingleUserNotebookApp | INFO] New terminal with automatic name: 1
[SingleUserNotebookApp | INFO] 200 POST /user/son520804/api/terminals (son520804@69.136.134.145) 52.32ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/tree (son520804@69.136.134.145) 4.37ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/terminals/1 (son520804@69.136.134.145) 13.25ms
[SingleUserNotebookApp | WARNING] 404 GET /user/son520804/static/components/react/react-dom.production.min.js (son520804@69.136.134.145) 5.87ms
[SingleUserNotebookApp | WARNING] 404 GET /user/son520804/static/components/react/react-dom.production.min.js (son520804@69.136.134.145) 1.85ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/terminal?_=1593199462854 (son520804@69.136.134.145) 18.24ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/common?_=1593199462855 (son520804@69.136.134.145) 3.77ms
[SingleUserNotebookApp | INFO] 101 GET /user/son520804/terminals/websocket/1 (son520804@69.136.134.145) 1.48ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/sessions?_=1593191993965 (son520804@69.136.134.145) 1.84ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/terminals?_=1593191993966 (son520804@69.136.134.145) 1.08ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/contents?type=directory&_=1593191993967 (son520804@69.136.134.145) 32.44ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/contents/PyMC3_Code_training.ipynb?content=0&_=1593191997817 (son520804@69.136.134.145) 1.78ms
[SingleUserNotebookApp | INFO] Saving file at /PyMC3_Code_training.ipynb
[SingleUserNotebookApp | WARNING] Notebook PyMC3_Code_training.ipynb is not trusted
[SingleUserNotebookApp | INFO] 200 PUT /user/son520804/api/contents/PyMC3_Code_training.ipynb (son520804@69.136.134.145) 283.45ms
[SingleUserNotebookApp | INFO] 201 POST /user/son520804/api/contents/PyMC3_Code_training.ipynb/checkpoints (son520804@69.136.134.145) 74.34ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/contents/PyMC3_Code_training.ipynb?content=0&_=1593191997818 (son520804@69.136.134.145) 35.62ms
[SingleUserNotebookApp | INFO] Saving file at /PyMC3_Code_training.ipynb
[SingleUserNotebookApp | WARNING] Notebook PyMC3_Code_training.ipynb is not trusted
[SingleUserNotebookApp | INFO] 200 PUT /user/son520804/api/contents/PyMC3_Code_training.ipynb (son520804@69.136.134.145) 199.64ms
[SingleUserNotebookApp | INFO] 201 POST /user/son520804/api/contents/PyMC3_Code_training.ipynb/checkpoints (son520804@69.136.134.145) 72.94ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/contents/PyMC3_Code_training.ipynb?content=0&_=1593191997819 (son520804@69.136.134.145) 44.62ms
[SingleUserNotebookApp | INFO] Saving file at /PyMC3_Code_training.ipynb
[SingleUserNotebookApp | WARNING] Notebook PyMC3_Code_training.ipynb is not trusted
[SingleUserNotebookApp | INFO] 200 PUT /user/son520804/api/contents/PyMC3_Code_training.ipynb (son520804@69.136.134.145) 206.71ms
[SingleUserNotebookApp | INFO] 201 POST /user/son520804/api/contents/PyMC3_Code_training.ipynb/checkpoints (son520804@69.136.134.145) 80.00ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/contents/PyMC3_Code_training.ipynb?content=0&_=1593191997820 (son520804@69.136.134.145) 5.47ms
[SingleUserNotebookApp | INFO] Saving file at /PyMC3_Code_training.ipynb
[SingleUserNotebookApp | WARNING] Notebook PyMC3_Code_training.ipynb is not trusted
[SingleUserNotebookApp | INFO] 200 PUT /user/son520804/api/contents/PyMC3_Code_training.ipynb (son520804@69.136.134.145) 263.15ms
[SingleUserNotebookApp | INFO] 201 POST /user/son520804/api/contents/PyMC3_Code_training.ipynb/checkpoints (son520804@69.136.134.145) 75.73ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/contents/PyMC3_Code_training.ipynb?content=0&_=1593191997821 (son520804@69.136.134.145) 37.22ms
[SingleUserNotebookApp | INFO] Saving file at /PyMC3_Code_training.ipynb
[SingleUserNotebookApp | WARNING] Notebook PyMC3_Code_training.ipynb is not trusted
[SingleUserNotebookApp | INFO] 200 PUT /user/son520804/api/contents/PyMC3_Code_training.ipynb (son520804@69.136.134.145) 196.22ms
[SingleUserNotebookApp | INFO] 201 POST /user/son520804/api/contents/PyMC3_Code_training.ipynb/checkpoints (son520804@69.136.134.145) 109.83ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/sessions?_=1593191993968 (son520804@69.136.134.145) 28.81ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/terminals?_=1593191993969 (son520804@69.136.134.145) 2.63ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/contents?type=directory&_=1593191993970 (son520804@69.136.134.145) 29.83ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/contents/PyMC3_Code_training.ipynb?content=0&_=1593191997822 (son520804@69.136.134.145) 5.49ms
[SingleUserNotebookApp | INFO] Saving file at /PyMC3_Code_training.ipynb
[SingleUserNotebookApp | WARNING] Notebook PyMC3_Code_training.ipynb is not trusted
[SingleUserNotebookApp | INFO] 200 PUT /user/son520804/api/contents/PyMC3_Code_training.ipynb (son520804@69.136.134.145) 252.86ms
[SingleUserNotebookApp | WARNING] Notebook PyMC3_Code_training.ipynb is not trusted
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/nbconvert/notebook/PyMC3_Code_training.ipynb?download=true (son520804@69.136.134.145) 459.21ms
[SingleUserNotebookApp | WARNING] Notebook PyMC3_Code_training.ipynb is not trusted
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/nbconvert/html/PyMC3_Code_training.ipynb?download=true (son520804@69.136.134.145) 554.02ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/contents/PyMC3_Code_training.ipynb?content=0&_=1593191997823 (son520804@69.136.134.145) 41.92ms
[SingleUserNotebookApp | INFO] Saving file at /PyMC3_Code_training.ipynb
[SingleUserNotebookApp | WARNING] Notebook PyMC3_Code_training.ipynb is not trusted
[SingleUserNotebookApp | INFO] 200 PUT /user/son520804/api/contents/PyMC3_Code_training.ipynb (son520804@69.136.134.145) 211.89ms
[SingleUserNotebookApp | INFO] 201 POST /user/son520804/api/contents/PyMC3_Code_training.ipynb/checkpoints (son520804@69.136.134.145) 95.01ms
[SingleUserNotebookApp | INFO] Starting buffering for 1e880de8-badd-468e-8056-9a6aebe47f7e:cebd4255630b40dcbcd85ed4746de824
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/sessions?_=1593191993971 (son520804@69.136.134.145) 1.47ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/terminals?_=1593191993972 (son520804@69.136.134.145) 1.09ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/contents?type=directory&_=1593191993973 (son520804@69.136.134.145) 21.94ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/sessions?_=1593191993974 (son520804@69.136.134.145) 1.50ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/terminals?_=1593191993975 (son520804@69.136.134.145) 1.11ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/contents?type=directory&_=1593191993976 (son520804@69.136.134.145) 24.71ms
